"id ","beacon 1","beacon 2","beacon 3","beacon 4","beacon 5","beacon 6","beacon 7","beacon 8","beacon 9","beacon 10","beacon 11","beacon 12","beacon 13","beacon 14","beacon 15","beacon 16","beacon 17","beacon 18","beacon 19","beacon 20","beacon 21","beacon 22","beacon 23","beacon 24","beacon 25","beacon 26","beacon 27","beacon 28","beacon 29","beacon 30","beacon 31","beacon 32","beacon 33","beacon 34"
"2","-89","-83","-66","-1000","-1000","-88","-1000","-1000","-87","-69","-81","-78","-1000","-1000","-94","-95","-91","-91","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-87"
"2","-87","-86","-64","-1000","-1000","-89","-1000","-1000","-87","-69","-81","-79","-1000","-1000","-85","-94","-92","-91","-87","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-87"
"2","-87","-86","-66","-1000","-1000","-90","-1000","-1000","-88","-76","-75","-78","-1000","-1000","-85","-88","-92","-87","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-76"
"2","-93","-91","-66","-1000","-1000","-1000","-1000","-1000","-83","-70","-74","-87","-1000","-1000","-94","-88","-91","-92","-87","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-81"
"2","-94","-96","-66","-1000","-1000","-1000","-1000","-1000","-83","-70","-75","-79","-1000","-1000","-93","-88","-1000","-91","-87","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74"
"2","-94","-96","-66","-1000","-1000","-1000","-1000","-1000","-82","-70","-74","-79","-1000","-1000","-93","-92","-1000","-91","-87","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74"
"2","-90","-96","-67","-1000","-1000","-1000","-1000","-1000","-91","-71","-74","-89","-1000","-1000","-85","-92","-1000","-91","-87","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"2","-91","-1000","-63","-1000","-1000","-1000","-1000","-1000","-82","-72","-72","-80","-1000","-1000","-85","-92","-1000","-89","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74"
"2","-90","-1000","-63","-1000","-1000","-1000","-1000","-1000","-82","-72","-85","-80","-1000","-1000","-85","-92","-1000","-88","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74"
"2","-86","-1000","-63","-1000","-1000","-1000","-1000","-1000","-82","-73","-85","-78","-1000","-1000","-85","-92","-1000","-92","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"2","-86","-1000","-58","-1000","-1000","-1000","-1000","-1000","-85","-74","-85","-78","-1000","-1000","-85","-1000","-1000","-94","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74"
"2","-86","-1000","-67","-1000","-1000","-1000","-1000","-1000","-85","-74","-72","-78","-1000","-1000","-85","-1000","-1000","-94","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74"
"2","-86","-1000","-67","-1000","-1000","-1000","-1000","-1000","-85","-75","-72","-85","-1000","-1000","-85","-1000","-1000","-88","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-83"
"2","-86","-1000","-67","-1000","-1000","-1000","-1000","-1000","-85","-75","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-96"
"2","-86","-1000","-67","-1000","-1000","-1000","-1000","-1000","-85","-75","-71","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-96"
"2","-1000","-1000","-67","-1000","-1000","-1000","-1000","-1000","-85","-75","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-62","-1000","-1000","-1000","-1000","-1000","-1000","-78","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-62","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-62","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-70","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-58","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-65","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"2","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"3","-89","-83","-62","-1000","-1000","-91","-1000","-94","-95","-71","-80","-90","-89","-92","-89","-87","-82","-91","-96","-92","-98","-97","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-79"
"3","-92","-84","-53","-1000","-1000","-87","-1000","-94","-91","-84","-83","-85","-90","-96","-92","-85","-81","-80","-94","-94","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-78"
"3","-93","-84","-65","-1000","-1000","-84","-1000","-95","-82","-72","-75","-81","-90","-92","-96","-1000","-81","-80","-89","-88","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-78"
"3","-91","-84","-65","-1000","-1000","-76","-1000","-1000","-93","-76","-71","-76","-90","-92","-93","-1000","-89","-80","-90","-88","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-78"
"3","-91","-92","-65","-1000","-1000","-76","-1000","-1000","-1000","-76","-72","-76","-1000","-1000","-93","-1000","-88","-80","-90","-89","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-73"
"3","-91","-82","-68","-1000","-1000","-76","-1000","-1000","-1000","-72","-72","-76","-1000","-1000","-1000","-1000","-88","-85","-95","-91","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-73"
"3","-91","-82","-75","-1000","-1000","-76","-1000","-1000","-1000","-70","-72","-76","-1000","-1000","-1000","-1000","-88","-85","-1000","-91","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-77"
"3","-91","-82","-75","-1000","-1000","-76","-1000","-1000","-1000","-74","-73","-76","-1000","-1000","-1000","-1000","-88","-91","-1000","-91","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-76"
"3","-91","-82","-75","-1000","-1000","-84","-1000","-1000","-1000","-74","-73","-76","-1000","-1000","-1000","-1000","-90","-91","-1000","-91","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-76"
"3","-91","-82","-75","-1000","-1000","-77","-1000","-1000","-1000","-74","-73","-80","-1000","-1000","-1000","-1000","-88","-91","-1000","-91","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-76"
"3","-1000","-83","-75","-1000","-1000","-79","-1000","-1000","-1000","-74","-73","-80","-1000","-1000","-1000","-1000","-88","-1000","-1000","-1000","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"3","-1000","-82","-1000","-1000","-1000","-79","-1000","-1000","-1000","-74","-73","-77","-1000","-1000","-1000","-1000","-89","-1000","-1000","-1000","-93","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"3","-1000","-82","-1000","-1000","-1000","-79","-1000","-1000","-1000","-74","-1000","-80","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-93","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"3","-1000","-82","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-74","-1000","-80","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-93","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"3","-1000","-83","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"3","-1000","-83","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000"
"4","-59","-64","-94","-1000","-1000","-94","-1000","-88","-79","-82","-70","-80","-82","-69","-86","-82","-81","-86","-93","-92","-95","-98","-88","-1000","-1000","-1000","-89","-1000","-98","-1000","-1000","-88","-1000","-75"
"4","-59","-62","-84","-1000","-1000","-91","-1000","-90","-89","-79","-74","-77","-82","-81","-77","-81","-91","-91","-95","-1000","-1000","-1000","-88","-1000","-1000","-1000","-94","-1000","-1000","-1000","-1000","-92","-1000","-65"
"4","-63","-79","-84","-1000","-1000","-87","-1000","-90","-88","-79","-68","-77","-82","-74","-77","-81","-92","-91","-94","-1000","-1000","-1000","-96","-1000","-1000","-1000","-95","-1000","-1000","-1000","-1000","-93","-1000","-65"
"4","-52","-79","-81","-1000","-1000","-87","-1000","-88","-79","-79","-68","-78","-82","-74","-76","-81","-91","-91","-1000","-1000","-1000","-1000","-92","-1000","-1000","-1000","-93","-1000","-1000","-1000","-1000","-97","-1000","-75"
"4","-52","-79","-85","-1000","-1000","-87","-1000","-85","-79","-79","-81","-78","-84","-87","-77","-82","-90","-94","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-95","-1000","-70"
"4","-52","-79","-92","-1000","-1000","-95","-1000","-85","-79","-84","-82","-78","-84","-75","-84","-82","-90","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-95","-1000","-80"
"4","-52","-77","-92","-1000","-1000","-95","-1000","-85","-79","-89","-82","-78","-84","-75","-84","-90","-95","-96","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-90","-1000","-80"
"4","-68","-78","-92","-1000","-1000","-95","-1000","-90","-86","-85","-80","-81","-84","-79","-84","-89","-83","-96","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-85"
"4","-65","-78","-92","-1000","-1000","-95","-1000","-85","-95","-89","-80","-87","-84","-79","-81","-86","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-71"
"4","-65","-81","-84","-1000","-1000","-87","-1000","-85","-95","-80","-80","-83","-89","-79","-81","-92","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-71"
"4","-68","-69","-84","-1000","-1000","-87","-1000","-95","-95","-80","-80","-83","-95","-83","-81","-92","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-71"
"4","-68","-69","-84","-1000","-1000","-87","-1000","-95","-95","-80","-86","-83","-95","-76","-84","-84","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"4","-68","-69","-89","-1000","-1000","-87","-1000","-95","-85","-82","-86","-83","-88","-76","-87","-84","-89","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"4","-68","-80","-89","-1000","-1000","-87","-1000","-94","-85","-85","-86","-86","-88","-76","-87","-91","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-76"
"4","-69","-82","-1000","-1000","-1000","-87","-1000","-91","-85","-82","-86","-93","-86","-77","-87","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"4","-55","-82","-1000","-1000","-1000","-1000","-1000","-90","-85","-82","-79","-93","-86","-77","-77","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"4","-55","-82","-1000","-1000","-1000","-1000","-1000","-90","-82","-1000","-84","-92","-79","-77","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
"4","-55","-82","-1000","-1000","-1000","-1000","-1000","-90","-90","-1000","-84","-92","-1000","-77","-90","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-72"
